,Hectares ,Agriblock,Variety,Soil Types,Seedrate(in Kg),LP_Mainfield(in Tonnes),Nursery,Nursery area (Cents),LP_nurseryarea(in Tonnes),DAP_20days,Weed28D_thiobencarb,Urea_40Days,Potassh_50Days,Micronutrients_70Days,Pest_60Day(in ml),30DRain( in mm),30DAI(in mm),30_50DRain( in mm),30_50DAI(in mm),51_70DRain(in mm),51_70AI(in mm),71_105DRain(in mm),71_105DAI(in mm),Min temp_D1_D30,Max temp_D1_D30,Min temp_D31_D60,Max temp_D31_D60,Min temp_D61_D90,Max temp_D61_D90,Min temp_D91_D120,Max temp_D91_D120,Inst Wind Speed_D1_D30(in Knots),Inst Wind Speed_D31_D60(in Knots),Inst Wind Speed_D61_D90(in Knots),Inst Wind Speed_D91_D120(in Knots),Wind Direction_D1_D30,Wind Direction_D31_D60,Wind Direction_D61_D90,Wind Direction_D91_D120,Relative Humidity_D1_D30,Relative Humidity_D31_D60,Relative Humidity_D61_D90,Relative Humidity_D91_D120,Trash(in bundles),Paddy yield(in Kg),⚠️ Problem Detail
1941,3,Kallakurichi,CO_43,clay,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,--,S,88.5,95,81,84,270,17748,Variety: 'CO_43'
1944,3,Cuddalore,CO_43,clay,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,W,NNW,--,72.0,78,88,85,270,17169,Variety: 'CO_43'
1947,3,Kallakurichi,CO_43,alluvial,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,--,WNW,SE,S,88.5,95,81,84,270,17619,Variety: 'CO_43'
1950,3,Chinnasalem,CO_43,clay,75,37.5,wet,60,3,120,6,81.39,31.14,45,1800,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,E,--,NE,NNW,78.6,80,92,88,270,17508,Variety: 'CO_43'
1953,3,Chinnasalem,CO_43,clay,75,37.5,wet,60,3,120,6,81.39,31.14,45,1800,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,E,ENE,--,NNW,78.6,80,92,88,270,17748,Variety: 'CO_43'
1956,3,Kallakurichi,CO_43,alluvial,75,37.5,wet,60,3,120,6,81.39,31.14,45,1800,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,SE,--,88.5,95,81,84,270,17508,Variety: 'CO_43'
1962,3,Panruti,CO_43,clay,75,37.5,wet,60,3,120,6,81.39,31.14,45,1800,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,--,NNE,W,85.0,96,84,79,270,17169,Variety: 'CO_43'
1971,3,Kurinjipadi,CO_43,alluvial,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,--,S,SE,SSE,64.6,85,84,87,270,17619,Variety: 'CO_43'
1974,3,Kurinjipadi,CO_43,alluvial,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,--,SE,SSE,64.6,85,84,87,270,16476,Variety: 'CO_43'
1977,3,Kurinjipadi,CO_43,alluvial,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,--,SSE,64.6,85,84,87,270,17565,Variety: 'CO_43'
1980,3,Sankarapuram,CO_43,alluvial,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,--,72.7,91,83,81,270,17748,Variety: 'CO_43'
1983,3,Sankarapuram,CO_43,clay,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,--,W,SW,NW,72.7,91,83,81,270,17724,Variety: 'CO_43'
1986,3,Sankarapuram,CO_43,clay,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,--,SW,NW,72.7,91,83,81,270,16836,Variety: 'CO_43'
1989,3,Sankarapuram,CO_43,clay,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,--,NW,72.7,91,83,81,270,17169,Variety: 'CO_43'
1992,3,Sankarapuram,CO_43,alluvial,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,--,72.7,91,83,81,270,16389,Variety: 'CO_43'
1995,3,Sankarapuram,CO_43,alluvial,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,--,W,SW,NW,72.7,91,83,81,270,17619,Variety: 'CO_43'
1998,3,Sankarapuram,CO_43,alluvial,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,--,SW,NW,72.7,91,83,81,270,17040,Variety: 'CO_43'
2004,3,Sankarapuram,CO_43,clay,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,--,72.7,91,83,81,270,17169,Variety: 'CO_43'
2013,3,Kurinjipadi,CO_43,alluvial,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,--,SSE,64.6,85,84,87,270,17508,Variety: 'CO_43'
2016,3,Sankarapuram,CO_43,clay,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,--,72.7,91,83,81,270,17748,Variety: 'CO_43'
2019,3,Kurinjipadi,CO_43,clay,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,--,S,SE,SSE,64.6,85,84,87,270,17169,Variety: 'CO_43'
2022,3,Sankarapuram,CO_43,alluvial,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,--,SW,NW,72.7,91,83,81,270,17619,Variety: 'CO_43'
2025,3,Kurinjipadi,CO_43,alluvial,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,--,SSE,64.6,85,84,87,270,17748,Variety: 'CO_43'
2028,3,Sankarapuram,CO_43,alluvial,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,--,72.7,91,83,81,270,17508,Variety: 'CO_43'
2031,3,Kurinjipadi,CO_43,clay,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,--,S,SE,SSE,64.6,85,84,87,270,17619,Variety: 'CO_43'
2034,3,Sankarapuram,CO_43,clay,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,--,SW,NW,72.7,91,83,81,270,17748,Variety: 'CO_43'
2037,3,Kurinjipadi,CO_43,alluvial,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,--,SSE,64.6,85,84,87,270,17589,Variety: 'CO_43'
2040,3,Sankarapuram,CO_43,alluvial,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,--,72.7,91,83,81,270,17508,Variety: 'CO_43'
2046,3,Sankarapuram,CO_43,clay,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,--,SW,NW,72.7,91,83,81,270,17169,Variety: 'CO_43'
2055,3,Kurinjipadi,CO_43,alluvial,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,--,S,SE,SSE,64.6,85,84,87,270,17748,Variety: 'CO_43'
2058,3,Sankarapuram,CO_43,clay,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,--,SW,NW,72.7,91,83,81,270,17508,Variety: 'CO_43'
2061,3,Kurinjipadi,CO_43,clay,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,--,SSE,64.6,85,84,87,270,16836,Variety: 'CO_43'
2064,3,Sankarapuram,CO_43,clay,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,--,72.7,91,83,81,270,17169,Variety: 'CO_43'
2067,3,Kurinjipadi,CO_43,alluvial,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,--,S,SE,SSE,64.6,85,84,87,270,16389,Variety: 'CO_43'
2070,3,Sankarapuram,CO_43,alluvial,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,--,SW,NW,72.7,91,83,81,270,17169,Variety: 'CO_43'
2073,3,Kurinjipadi,CO_43,clay,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,--,SSE,64.6,85,84,87,270,16389,Variety: 'CO_43'
2076,3,Sankarapuram,CO_43,alluvial,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,--,72.7,91,83,81,270,16476,Variety: 'CO_43'
2079,3,Kurinjipadi,CO_43,alluvial,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,--,S,SE,SSE,64.6,85,84,87,270,17565,Variety: 'CO_43'
2082,3,Sankarapuram,CO_43,alluvial,75,37.5,wet,60,3,120,6,81.39,31.14,45,1800,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,--,SW,NW,72.7,91,83,81,270,17508,Variety: 'CO_43'
2088,3,Sankarapuram,CO_43,clay,75,37.5,wet,60,3,120,6,81.39,31.14,45,1800,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,--,72.7,91,83,81,270,16836,Variety: 'CO_43'
2097,3,Kurinjipadi,CO_43,alluvial,75,37.5,wet,60,3,120,6,81.39,31.14,45,1800,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,--,SSE,64.6,85,84,87,270,17619,Variety: 'CO_43'
2100,3,Sankarapuram,CO_43,alluvial,75,37.5,wet,60,3,120,6,81.39,31.14,45,1800,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,--,72.7,91,83,81,270,17040,Variety: 'CO_43'
2103,3,Kurinjipadi,CO_43,clay,75,37.5,wet,60,3,120,6,81.39,31.14,45,1800,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,--,S,SE,SSE,64.6,85,84,87,270,17508,Variety: 'CO_43'
2106,3,Sankarapuram,CO_43,clay,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,--,SW,NW,72.7,91,83,81,270,17619,Variety: 'CO_43'
2109,3,Kurinjipadi,CO_43,alluvial,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,--,SSE,64.6,85,84,87,270,17748,Variety: 'CO_43'
2112,3,Sankarapuram,CO_43,clay,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,--,72.7,91,83,81,270,16230,Variety: 'CO_43'
2115,3,Kurinjipadi,CO_43,alluvial,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,--,S,SE,SSE,64.6,85,84,87,270,17508,Variety: 'CO_43'
2118,3,Sankarapuram,CO_43,clay,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,--,SW,NW,72.7,91,83,81,270,17748,Variety: 'CO_43'
2121,3,Kurinjipadi,CO_43,alluvial,75,37.5,dry,60,3,120,6,81.39,31.14,45,1800,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,--,SSE,64.6,85,84,87,270,17169,Variety: 'CO_43'
2124,3,Sankarapuram,CO_43,alluvial,75,37.5,wet,60,3,120,6,81.39,31.14,45,1800,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,--,72.7,91,83,81,270,17619,Variety: 'CO_43'
2130,3,Sankarapuram,CO_43,clay,75,37.5,wet,60,3,120,6,81.39,31.14,45,1800,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,--,SW,NW,72.7,91,83,81,270,17508,Variety: 'CO_43'
2139,3,Kurinjipadi,CO_43,clay,75,37.5,wet,60,3,120,6,81.39,31.14,45,1800,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,--,S,SE,SSE,64.6,85,84,87,270,17508,Variety: 'CO_43'
2142,2,Sankarapuram,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,--,SW,NW,72.7,91,83,81,180,11672,Variety: 'CO_43'
2145,2,Kurinjipadi,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,--,SSE,64.6,85,84,87,180,11832,Variety: 'CO_43'
2148,2,Sankarapuram,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,--,72.7,91,83,81,180,11746,Variety: 'CO_43'
2151,2,Chinnasalem,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,--,ENE,NE,NNW,78.6,80,92,88,180,11054,Variety: 'CO_43'
2154,2,Kallakurichi,CO_43,alluvial,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,W,--,SE,S,88.5,95,81,84,180,11672,Variety: 'CO_43'
2157,2,Kallakurichi,CO_43,alluvial,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33,17.0,32,16.5,31.5,15.5,32.5,8,6,8,6,W,WNW,--,S,88.5,95,81,84,180,11832,Variety: 'CO_43'
2160,2,Panruti,CO_43,clay,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,,35,,30,,33.5,,33.0,4,12,4,12,ENE,NE,NNE,--,85.0,96,84,79,180,11816,Variety: 'CO_43'
2163,2,Cuddalore,CO_43,clay,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,--,W,NNW,WSW,72.0,78,88,85,180,11224,Variety: 'CO_43'
2166,2,Cuddalore,CO_43,clay,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34,16.0,30,15.5,31.0,16.0,33.0,4,10,8,10,SW,--,NNW,WSW,72.0,78,88,85,180,11446,Variety: 'CO_43'
2172,2,Kurinjipadi,CO_43,alluvial,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34,18.5,35,17.0,32.5,16.0,30.5,10,4,10,6,NW,S,SE,--,64.6,85,84,87,180,11746,Variety: 'CO_43'
2181,2,Sankarapuram,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,--,NW,72.7,91,83,81,180,11832,Variety: 'CO_43'
2184,2,Sankarapuram,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,--,72.7,91,83,81,180,11672,Variety: 'CO_43'
2187,2,Sankarapuram,CO_43,alluvial,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,--,W,SW,NW,72.7,91,83,81,180,11816,Variety: 'CO_43'
2190,2,Sankarapuram,CO_43,alluvial,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,--,SW,NW,72.7,91,83,81,180,11224,Variety: 'CO_43'
2193,2,Sankarapuram,CO_43,clay,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,--,NW,72.7,91,83,81,180,10926,Variety: 'CO_43'
2196,2,Sankarapuram,CO_43,clay,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,SSE,W,SW,--,72.7,91,83,81,180,11766,Variety: 'CO_43'
2199,2,Sankarapuram,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32,17.5,28,18.0,34.0,16.5,35.0,10,12,10,12,--,W,SW,NW,72.7,91,83,81,180,11676,Variety: 'CO_43'
2202,2,Panruti,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,--,NNE,W,85.0,96,84,79,180,11672,Variety: 'CO_43'
2205,2,Chinnasalem,CO_43,alluvial,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,E,ENE,--,NNW,78.6,80,92,88,180,11054,Variety: 'CO_43'
2208,2,Panruti,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,NE,NNE,--,85.0,96,84,79,180,10820,Variety: 'CO_43'
2214,2,Panruti,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,--,NNE,W,85.0,96,84,79,180,10926,Variety: 'CO_43'
2223,2,Chinnasalem,CO_43,alluvial,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,--,ENE,NE,NNW,78.6,80,92,88,180,11832,Variety: 'CO_43'
2226,2,Panruti,CO_43,clay,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,--,NNE,W,85.0,96,84,79,180,11268,Variety: 'CO_43'
2229,2,Chinnasalem,CO_43,alluvial,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,E,ENE,--,NNW,78.6,80,92,88,180,11710,Variety: 'CO_43'
2232,2,Panruti,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,NE,NNE,--,85.0,96,84,79,180,11254,Variety: 'CO_43'
2235,2,Chinnasalem,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,,31,,34,,33.0,,31.5,6,6,8,10,--,ENE,NE,NNW,78.6,80,92,88,180,11284,Variety: 'CO_43'
2238,2,Panruti,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,--,NNE,W,85.0,96,84,79,180,11852,Variety: 'CO_43'
2241,2,Chinnasalem,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,E,ENE,--,NNW,78.6,80,92,88,180,11766,Variety: 'CO_43'
2244,2,Panruti,CO_43,alluvial,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,NE,NNE,--,85.0,96,84,79,180,11864,Variety: 'CO_43'
2247,2,Chinnasalem,CO_43,alluvial,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,--,ENE,NE,NNW,78.6,80,92,88,180,11446,Variety: 'CO_43'
2250,2,Panruti,CO_43,clay,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,--,NNE,W,85.0,96,84,79,180,11560,Variety: 'CO_43'
2256,2,Panruti,CO_43,clay,50,25.0,wet,40,2,80,4,54.26,20.76,30,1200,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,18.0,33.0,4,12,4,12,ENE,NE,NNE,--,85.0,96,84,79,180,11672,Variety: 'CO_43'
2265,2,Chinnasalem,CO_43,clay,50,25.0,dry,40,2,80,4,54.26,20.76,30,1200,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31,15.5,34,15.0,33.0,15.0,31.5,6,6,8,10,E,ENE,--,NNW,78.6,80,92,88,180,11746,Variety: 'CO_43'
